Deep Active Learning for Object Detection with Mixture Density Networks,,['https://www.semanticscholar.org/paper/Active-Learning-for-Deep-Object-Detection-via-Choi-Elezi/dbfa6e98bdbb6808482f44e0883d09f970d26bdc'],"['https://www.semanticscholar.org/author/J.-%C3%81lvarez/2974008', 'https://www.semanticscholar.org/author/Jiwoong-Choi/112997820', 'https://www.semanticscholar.org/author/Ismail-Elezi/3469013', 'https://www.semanticscholar.org/author/C.-Farabet/2256269', 'https://www.semanticscholar.org/author/Hyuk-Jae-Lee/3090069']"
No Feature Is An Island: Adaptive Collaborations Between Features Improve Adversarial Robustness,,['https://www.semanticscholar.org/paper/No-Feature-Is-An-Island%3A-Adaptive-Collaborations-Zhang-Zhang/9bf33d742c4059f17cf0821d04fc85b806d42afd'],"['https://www.semanticscholar.org/author/Yufeng-Y.-Zhang/2108298034', 'https://www.semanticscholar.org/author/ChengXiang-Zhai/143869012', 'https://www.semanticscholar.org/author/Yunan-Zhang/2108299318']"
Temporal Difference Networks for Action Recognition,,['https://www.semanticscholar.org/paper/TDN%3A-Temporal-Difference-Networks-for-Efficient-Wang-Tong/2ad2981a53393dc5987419a22cbe1ee3d7fa6e42'],"['https://www.semanticscholar.org/author/Gangshan-Wu/39914710', 'https://www.semanticscholar.org/author/Limin-Wang/2109120086', 'https://www.semanticscholar.org/author/Zhan-Tong/2072266825', 'https://www.semanticscholar.org/author/Bin-Ji/1511715446']"
Orthogonal Over-Parameterized Training,,['https://www.semanticscholar.org/paper/Orthogonal-Over-Parameterized-Training-Liu-Lin/5baf279719b42ba53d931f4f7c03af8aef7c325b'],"['https://www.semanticscholar.org/author/Rongmei-Lin/10035476', 'https://www.semanticscholar.org/author/J.-Rehg/50779871', 'https://www.semanticscholar.org/author/Zhen-Liu/2109343010', 'https://www.semanticscholar.org/author/Weiyang-Liu/36326884', 'https://www.semanticscholar.org/author/L.-Song/1779453', 'https://www.semanticscholar.org/author/Li-Xiong/2068239517']"
Is Retriever Merely an Approximator of Reader?,,['https://www.semanticscholar.org/paper/Is-Retriever-Merely-an-Approximator-of-Reader-Yang-Seo/42aa8ae1eb726b0bcc6aca785eab6132a447c8f4'],"['https://www.semanticscholar.org/author/Minjoon-Seo/120182566', 'https://www.semanticscholar.org/author/Sohee-Yang/16110760']"
MOFA: Modular Factorial Design for Hyperparameter Optimization,,['https://www.semanticscholar.org/paper/MOFA%3A-Modular-Factorial-Design-for-Hyperparameter-Xiong-Huang/cf270b2f56b24c49ae11c5f3d28479404a09843c'],"['https://www.semanticscholar.org/author/Yimin-Huang/49866668', 'https://www.semanticscholar.org/author/Zhenguo-Li/7718952', 'https://www.semanticscholar.org/author/Bo-Xiong/2065364720', 'https://www.semanticscholar.org/author/Steffen-Staab/1752093']"
Polar Embedding,,['https://www.semanticscholar.org/paper/Polar-Embedding-for-Aurora-Image-Retrieval-Yang-Gao/218d30de9a03fa3e0b3fc0a2ed04cbac3bb7d5be'],"['https://www.semanticscholar.org/author/Q.-Tian/144876831', 'https://www.semanticscholar.org/author/Xi-Yang/1477973008', 'https://www.semanticscholar.org/author/Xinbo-Gao/10699750']"
Training Data Generating Networks: Linking 3D Shapes and Few-Shot Classification,,['https://www.semanticscholar.org/paper/Training-Data-Generating-Networks%3A-Linking-3D-and-Zhang-Wonka/b3db7f2f0e2455d336a0c13076389fc79c0149be'],"['https://www.semanticscholar.org/author/Biao-Zhang/152705173', 'https://www.semanticscholar.org/author/Peter-Wonka/1798011']"
Pyramidal Convolution: Rethinking Convolutional Neural Networks for Visual Recognition,,['https://www.semanticscholar.org/paper/Pyramidal-Convolution%3A-Rethinking-Convolutional-for-Duta-Liu/f2d110b33650267bc5868ea1f192d3457dc91b07'],"['https://www.semanticscholar.org/author/L.-Shao/144082425', 'https://www.semanticscholar.org/author/Li-Liu/87109212', 'https://www.semanticscholar.org/author/Ionut-Cosmin-Duta/153580352', 'https://www.semanticscholar.org/author/F.-Zhu/152506137']"
Point Cloud Instance Segmentation using Probabilistic Embeddings,,['https://www.semanticscholar.org/paper/Point-Cloud-Instance-Segmentation-using-Embeddings-Zhang-Wonka/13788315f36274c43da1605605e6c24bbd5479f5'],"['https://www.semanticscholar.org/author/Biao-Zhang/152705173', 'https://www.semanticscholar.org/author/Peter-Wonka/1798011']"
Heterogeneous Model Transfer between Different Neural Networks,,['https://www.semanticscholar.org/paper/Heterogeneous-Transfer-Learning-for-Hyperspectral-He-Chen/84e5ef965a7cec991912d70ef2222f0f8a9fe517'],"['https://www.semanticscholar.org/author/Xin-He/2116553662', 'https://www.semanticscholar.org/author/Yushi-Chen/2597809', 'https://www.semanticscholar.org/author/P.-Ghamisi/2370080']"
A 3D Convolutional Neural Network for Predicting Wildfire Profiles,,['https://www.semanticscholar.org/paper/PoreFlow-Net%3A-A-3D-convolutional-neural-network-to-Santos-Xu/b8587fa9030629f152844197bda581d2b4bbc776'],"['https://www.semanticscholar.org/author/Javier-E.-Santos/2001126818', 'https://www.semanticscholar.org/author/Duo-Xu/46697199', 'https://www.semanticscholar.org/author/C.-Landry/34067291', 'https://www.semanticscholar.org/author/H.-Jo/92961999', 'https://www.semanticscholar.org/author/M.-Prodanovi%C4%87/35262338', 'https://www.semanticscholar.org/author/M.-Pyrcz/2127628']"
Connection-Adaptive Meta-Learning,,['https://www.semanticscholar.org/paper/Towards-an-adaptive-learning-system%3A-An-improved-Maryam-Mohamed/ec0029e599291d604e3ed879dc903e731469c442'],"['https://www.semanticscholar.org/author/B.-Amal/47221877', 'https://www.semanticscholar.org/author/W.-Mohamed/39586495', 'https://www.semanticscholar.org/author/El-Asame-Maryam/32362923']"
ImCLR: Implicit Contrastive Learning for Image Classification,,['https://www.semanticscholar.org/paper/ImCLR%3A-Implicit-Contrastive-Learning-for-Image-Chen-Sinha/52396e26dbcf44c52347cc0b1164e1ab69dc6523'],"['https://www.semanticscholar.org/author/Anastasios-Kyrillidis/3393746', 'https://www.semanticscholar.org/author/John-Chen/47740605', 'https://www.semanticscholar.org/author/S.-Sinha/89140693']"
Semi-supervised Domain Adaptation with Prototypical Alignment and Consistency Learning,,['https://www.semanticscholar.org/paper/Semi-Supervised-Domain-Adaptation-with-Prototypical-Li-Liu/bafd18736c68e61f451077f4fd41737683637ad1'],"['https://www.semanticscholar.org/author/Yulun-Zhang/2108094463', 'https://www.semanticscholar.org/author/C.-Liu/49046944', 'https://www.semanticscholar.org/author/Handong-Zhao/7574699', 'https://www.semanticscholar.org/author/Y.-Fu/144015161', 'https://www.semanticscholar.org/author/Kai-Li/1566343231']"
Blank,,['https://www.semanticscholar.org/paper/Blank-Language-Models-Shen-Quach/0bce17fdfd4872b16c97a89516a24a092cdc3616'],"['https://www.semanticscholar.org/author/R.-Barzilay/1741283', 'https://www.semanticscholar.org/author/Victor-Quach/52021665', 'https://www.semanticscholar.org/author/T.-Jaakkola/35132120', 'https://www.semanticscholar.org/author/T.-Shen/3456570']"
ACDC: Weight Sharing in Atom-Coefficient Decomposed Convolution,,['https://www.semanticscholar.org/paper/ACDC%3A-Weight-Sharing-in-Atom-Coefficient-Decomposed-Wang-Cheng/be890e28f7f9bcf0334e4e55a399b357a4f23244'],"['https://www.semanticscholar.org/author/Xiuyuan-Cheng/1823644', 'https://www.semanticscholar.org/author/Qiang-Qiu/2077648', 'https://www.semanticscholar.org/author/G.-Sapiro/1699339', 'https://www.semanticscholar.org/author/Ze-Wang/2108725378']"
SHOT IN THE DARK: FEW-SHOT LEARNING WITH NO BASE-CLASS LABELS,,['https://www.semanticscholar.org/paper/Shot-in-the-Dark%3A-Few-Shot-Learning-with-No-Labels-Chen-Maji/1cfe5cc309c060b6a73999c6cfd04db0f4604081'],"['https://www.semanticscholar.org/author/Z.-Chen/13556061', 'https://www.semanticscholar.org/author/Subhransu-Maji/35208858', 'https://www.semanticscholar.org/author/E.-Learned-Miller/1389846455']"
FGNAS: FPGA-Aware Graph Neural Architecture Search,,['https://www.semanticscholar.org/paper/Graph-Neural-Architecture-Search-Gao-Yang/58f0f211d6985677ed9f948c9b0ebc3830c288bd'],"['https://www.semanticscholar.org/author/P.-Zhang/9228892', 'https://www.semanticscholar.org/author/H.-Yang/47912748', 'https://www.semanticscholar.org/author/Yue-Hu/2108954687', 'https://www.semanticscholar.org/author/Chuan-Zhou/2110713858', 'https://www.semanticscholar.org/author/Yang-Gao/49658113']"
AutoHAS: Efficient Hyperparameter and Architecture Search,,['https://www.semanticscholar.org/paper/AutoHAS%3A-Efficient-Hyperparameter-and-Architecture-Dong-Tan/5622f816d875de42e350fe26ab51315e0a14618d'],"['https://www.semanticscholar.org/author/Adams-Wei-Yu/40625240', 'https://www.semanticscholar.org/author/Mingxing-Tan/120805419', 'https://www.semanticscholar.org/author/Daiyi-Peng/46255851', 'https://www.semanticscholar.org/author/Quoc-V.-Le/2827616', 'https://www.semanticscholar.org/author/B.-Gabrys/1680243', 'https://www.semanticscholar.org/author/Xuanyi-Dong/9929684']"
Neural Cellular Automata Manifold,,['https://www.semanticscholar.org/paper/Neural-Cellular-Automata-Manifold-Ruiz-Vilalta/f7c949c4043fd9a10f6967ef7033a656ca280280'],"['https://www.semanticscholar.org/author/F.-Moreno-Noguer/1397181875', 'https://www.semanticscholar.org/author/Alejandro-Hernandez-Ruiz/31573550', 'https://www.semanticscholar.org/author/Armand-Vilalta/9927990']"
Dual Averaging is Surprisingly Effective for Deep Learning Optimization,,['https://www.semanticscholar.org/paper/Dual-Averaging-is-Surprisingly-Effective-for-Deep-Jelassi-Defazio/0f5f4b96f9824a404b49534dfc41f0a1609913d0'],"['https://www.semanticscholar.org/author/Samy-Jelassi/47009988', 'https://www.semanticscholar.org/author/Aaron-Defazio/34597877']"
Multi-level Graph Matching Networks for Deep and Robust Graph Similarity Learning,,['https://www.semanticscholar.org/paper/Learning-Bipartite-Graph-Matching-for-Robust-Visual-Yu-Ye/0f7afa513dd87955fa6972ebf0919c8126cc9ca9'],"['https://www.semanticscholar.org/author/Hujun-Bao/1679542', 'https://www.semanticscholar.org/author/Wei-Cai-Ye/87955887', 'https://www.semanticscholar.org/author/Youji-Feng/2038433956', 'https://www.semanticscholar.org/author/Hailin-Yu/2038467522', 'https://www.semanticscholar.org/author/Guofeng-Zhang/32162658']"
Ranking Neural Checkpoints,,['https://www.semanticscholar.org/paper/Ranking-Neural-Checkpoints-Li-Jia/a56c1fb0aa6ff390c42cd7b2bc9208cd5f2adc8c'],"['https://www.semanticscholar.org/author/Boqing-Gong/40206014', 'https://www.semanticscholar.org/author/Xuhui-Jia/34760532', 'https://www.semanticscholar.org/author/Yandong-Li/1527095795']"
Dense Global Context Aware RCNN for Object Detection,,['https://www.semanticscholar.org/paper/Global-Context-Aware-RCNN-for-Object-Detection-Zhang-Fu/0c03e38df87d26fba4f610b4477de6c996a2e3dc'],"['https://www.semanticscholar.org/author/Ming-Tie/2937250', 'https://www.semanticscholar.org/author/Wenchao-Zhang/2109866694', 'https://www.semanticscholar.org/author/Junxin-Chen/2108252468', 'https://www.semanticscholar.org/author/Chong-Fu/2084646639', 'https://www.semanticscholar.org/author/M.-Zhu/35761591', 'https://www.semanticscholar.org/author/H.-Xie/30633375']"
Reinforcement Learning for Flexibility Design Problems,,['https://www.semanticscholar.org/paper/Reinforcement-Learning-for-Flexibility-Design-Wei-Zhang/166a65ffbf9f1525074dcca145a09f9b1e63cb48'],"['https://www.semanticscholar.org/author/Ruiyi-Zhang/1390533012', 'https://www.semanticscholar.org/author/Hao-Zhang/153504695', 'https://www.semanticscholar.org/author/L.-Carin/145006560', 'https://www.semanticscholar.org/author/Lei-Zhang/1452981772', 'https://www.semanticscholar.org/author/Shijing-Si/81065454', 'https://www.semanticscholar.org/author/Y.-Wei/1868668']"
Density-Based Object Detection: Learning Bounding Boxes without Ground Truth Assignment,,['https://www.semanticscholar.org/paper/Density-based-Object-Detection%3A-Learning-Bounding-Yoo-Lee/9f5009443b825d6b544314bf87e1a13684bf9df9'],"['https://www.semanticscholar.org/author/Nojun-Kwak/3160425', 'https://www.semanticscholar.org/author/Jaeyoung-Yoo/2561495', 'https://www.semanticscholar.org/author/Inseop-Chung/2064829405', 'https://www.semanticscholar.org/author/Geonseok-Seo/144675207', 'https://www.semanticscholar.org/author/Hojun-Lee/2110019353']"
Mobile Construction Benchmark,,['https://www.semanticscholar.org/paper/KIT-MOMA%3A-A-Mobile-Machines-Dataset-Xiang-Wang/a4589a39324230c57de9df008708202c4a3a50bb'],"['https://www.semanticscholar.org/author/Hongzhe-Wang/2109570588', 'https://www.semanticscholar.org/author/Yusheng-Xiang/48574860', 'https://www.semanticscholar.org/author/M.-Geimer/32126926']"
The Effectiveness of Memory Replay in Large Scale Continual Learning,,['https://www.semanticscholar.org/paper/The-Effectiveness-of-Memory-Replay-in-Large-Scale-Balaji-Farajtabar/0cfa5edb74d17cc0bf1f8630cd30f6a877b16202'],"['https://www.semanticscholar.org/author/A.-Mott/88980775', 'https://www.semanticscholar.org/author/Ang-Li/2112837793', 'https://www.semanticscholar.org/author/Dong-Yin/50559902', 'https://www.semanticscholar.org/author/Mehrdad-Farajtabar/1682124', 'https://www.semanticscholar.org/author/Y.-Balaji/3458479']"
Smooth Adversarial Training,,['https://www.semanticscholar.org/paper/Smooth-Adversarial-Training-Xie-Tan/0da843beed2956cc2883307a5df9c631a510d63d'],"['https://www.semanticscholar.org/author/Mingxing-Tan/120805419', 'https://www.semanticscholar.org/author/Boqing-Gong/40206014', 'https://www.semanticscholar.org/author/A.-Yuille/145081362', 'https://www.semanticscholar.org/author/Quoc-V.-Le/2827616', 'https://www.semanticscholar.org/author/Cihang-Xie/3011497']"
A Stochastic Gradient Langevin Dynamics Algorithm For Noise Intrinsic Federated Learning,,['https://www.semanticscholar.org/paper/A-STOCHASTIC-GRADIENT-LANGEVIN-DYNAMICS-AL/4bde1ddea235506a3c1f241a4db72372fc6218ff'],[]
Learning Image Labels On-the-fly for Training Robust Classification Models,,['https://www.semanticscholar.org/paper/Learning-Image-Labels-On-the-fly-for-Training-Wang-Xu/184d087fdf3e31d170198a6fddcaca83a5974e1d'],"['https://www.semanticscholar.org/author/D.-Yang/144041880', 'https://www.semanticscholar.org/author/H.-Roth/144531567', 'https://www.semanticscholar.org/author/Xiaosong-Wang/2026596', 'https://www.semanticscholar.org/author/Leo-Tam/2056408269', 'https://www.semanticscholar.org/author/Ziyue-Xu/1742135', 'https://www.semanticscholar.org/author/Daguang-Xu/3262394']"
TransNAS-Bench-101: Improving Transferrability and Generalizability of Cross-Task Neural Architecture Search,,['https://www.semanticscholar.org/paper/TransNAS-Bench-101%3A-Improving-Transferability-and-Duan-Chen/d01ca0b8b6d02e2833b8d1a71b28de153cdbc397'],"['https://www.semanticscholar.org/author/Xin-Chen/40897068', 'https://www.semanticscholar.org/author/Yawen-Duan/2111768219', 'https://www.semanticscholar.org/author/Zhenguo-Li/7718952']"
Sparta: Spatially Attentive and Adversarially Robust Activations,,['https://www.semanticscholar.org/paper/Sparta%3A-Spatially-Attentive-and-Adversarially-Guo-Juefei-Xu/72f869e04a2f67e28722e6373fb54ed78ac94d60'],"['https://www.semanticscholar.org/author/Qing-Guo/1744443', 'https://www.semanticscholar.org/author/Felix-Juefei-Xu/1389940060', 'https://www.semanticscholar.org/author/Changqing-Zhou/2110841739', 'https://www.semanticscholar.org/author/Song-Wang/40696794']"
Sample Balancing for Improving Generalization under Distribution Shifts,,['https://www.semanticscholar.org/paper/Test-Time-Training-with-Self-Supervision-for-under-Sun-Wang/9ef24a6e06da2b6e65f0a60838b5c0a692e6c5d6'],"['https://www.semanticscholar.org/author/Alexei-A.-Efros/1763086', 'https://www.semanticscholar.org/author/Zhuang-Liu/2109168016', 'https://www.semanticscholar.org/author/John-Miller/1489216270', 'https://www.semanticscholar.org/author/X.-Wang/39849136', 'https://www.semanticscholar.org/author/Moritz-Hardt/1775622', 'https://www.semanticscholar.org/author/Yu-Sun/2117104165']"
On the Benefits of Early Fusion in Multimodal Representation Learning,,['https://www.semanticscholar.org/paper/On-the-Benefits-of-Early-Fusion-in-Multimodal-Barnum-Talukder/2cf124ef071ac9b3fae59817629136d0dd994f7c'],"['https://www.semanticscholar.org/author/George-M.-Barnum/70557490', 'https://www.semanticscholar.org/author/Yisong-Yue/1740159', 'https://www.semanticscholar.org/author/S.-Talukder/49739609']"
Robustness via Probabilistic Cross-Task Ensembles,,['https://www.semanticscholar.org/paper/SANE%3A-Towards-Improved-Prediction-Robustness-via-Daya-Shafiee/c4e7701bb59e075fcaf850305da6cd4773d9b8ed'],"['https://www.semanticscholar.org/author/M.-Karg/2326840', 'https://www.semanticscholar.org/author/Ibrahim-Ben-Daya/3278289', 'https://www.semanticscholar.org/author/M.-Shafiee/35371895']"
Improved Techniques for Model Inversion Attacks,,['https://www.semanticscholar.org/paper/Improved-Techniques-for-Model-Inversion-Attacks-Chen-Jia/ebb0ca72775413d0f7c9cbd3c088a87a9fe586e2'],"['https://www.semanticscholar.org/author/R.-Jia/39823639', 'https://www.semanticscholar.org/author/Guo-Jun-Qi/2272096', 'https://www.semanticscholar.org/author/Si-An-Chen/2111636740']"
Incremental Learning on Growing Graphs,,['https://www.semanticscholar.org/paper/Learning-lemma-support-graphs-in-Quip-and-IC3-Berryhill-Veira/91e79a98d7eb10959368b2868312d4215bc7962b'],"['https://www.semanticscholar.org/author/Zissis-Poulos/2434135', 'https://www.semanticscholar.org/author/Ryan-Berryhill/2948738', 'https://www.semanticscholar.org/author/A.-Veneris/1682090', 'https://www.semanticscholar.org/author/Neil-Veira/25008704']"
Contrast to Divide: self-supervised pre-training for learning with noisy labels,,['https://www.semanticscholar.org/paper/Contrast-to-Divide%3A-Self-Supervised-Pre-Training-Zheltonozhskii-Baskin/319c464fcc4e0134ccd693c5883060e02b058ba0'],"['https://www.semanticscholar.org/author/O.-Litany/2528439', 'https://www.semanticscholar.org/author/Chaim-Baskin/46906102', 'https://www.semanticscholar.org/author/A.-Bronstein/49791556', 'https://www.semanticscholar.org/author/A.-Mendelson/144188849', 'https://www.semanticscholar.org/author/Evgenii-Zheltonozhskii/23913513']"
Dual Adversarial Training for Unsupervised Domain Adaptation,,['https://www.semanticscholar.org/paper/Learning-adaptive-geometry-for-unsupervised-domain-Yang-Yuen/7a56f9ab8790db2143b007d2a2fa83eccf916871'],"['https://www.semanticscholar.org/author/P.-Yuen/1768574', 'https://www.semanticscholar.org/author/Baoyao-Yang/7324583']"
AETree: Areal Spatial Data Generation,,['https://www.semanticscholar.org/paper/Assessing-the-extent-of-modifiable-areal-unit-in-Pani-Sahu/8c3be5a2d3936f83ae762d33fa9487397380336e'],"['https://www.semanticscholar.org/author/A.-Sarkar/144452390', 'https://www.semanticscholar.org/author/Aitichya-Chandra/1506231620', 'https://www.semanticscholar.org/author/P.-Sahu/66481234', 'https://www.semanticscholar.org/author/Agnivesh-Pani/73000281']"
Generating universal language adversarial examples by understanding and enhancing the transferability across neural models,,['https://www.semanticscholar.org/paper/Generating-universal-language-adversarial-examples-Yuan-Zheng/17d348fdb4b80fd15bc639022fb8f8e5dcc0a072'],"['https://www.semanticscholar.org/author/X.-Huang/144052385', 'https://www.semanticscholar.org/author/Kai-Wei-Chang/2782886', 'https://www.semanticscholar.org/author/Liping-Yuan/1606012382', 'https://www.semanticscholar.org/author/Y.-Zhou/1476825339', 'https://www.semanticscholar.org/author/Xiaoqing-Zheng/39005347', 'https://www.semanticscholar.org/author/Cho-Jui-Hsieh/1793529']"
Dual Contradistinctive Generative Autoencoder,,['https://www.semanticscholar.org/paper/Dual-Contradistinctive-Generative-Autoencoder-Parmar-Li/a53e73139d9d6474ef8a002ee9c1dea49755ebc6'],"['https://www.semanticscholar.org/author/Dacheng-Li/2108496114', 'https://www.semanticscholar.org/author/Gaurav-Parmar/2065083806', 'https://www.semanticscholar.org/author/Zhuowen-Tu/144035504', 'https://www.semanticscholar.org/author/Kwonjoon-Lee/2668978']"
Noisy Differentiable Architecture Search,,['https://www.semanticscholar.org/paper/Noisy-Differentiable-Architecture-Search-Chu-Zhang/79371477a0ac012dd97e0c392d65397274689d45'],"['https://www.semanticscholar.org/author/Xudong-Li/47057045', 'https://www.semanticscholar.org/author/Xiangxiang-Chu/27628828', 'https://www.semanticscholar.org/author/Bo-Zhang/152139711']"
Batch Normalization Increases Adversarial Vulnerability: Disentangling Usefulness and Robustness of Model Features,,['https://www.semanticscholar.org/paper/Batch-Normalization-Increases-Adversarial-and-of-Benz-Zhang/637f3f424448e4a20c4b9cab26567263f9999781'],"['https://www.semanticscholar.org/author/I.-Kweon/98758720', 'https://www.semanticscholar.org/author/Philipp-Benz/47374754', 'https://www.semanticscholar.org/author/C.-Zhang/31044159']"
PANDA - Adapting Pretrained Features for Anomaly Detection,,['https://www.semanticscholar.org/paper/PANDA-Adapting-Pretrained-Features-for-Anomaly-Reiss-Cohen/db8c381cbaf80c4323959eccee07c85a76b54839'],"['https://www.semanticscholar.org/author/Tal-Reiss/1994220582', 'https://www.semanticscholar.org/author/Yedid-Hoshen/2776254', 'https://www.semanticscholar.org/author/Liron-Bergman/103960204', 'https://www.semanticscholar.org/author/Niv-Cohen/22021547']"
Rethinking Graph Neural Networks for Graph Coloring,,['https://www.semanticscholar.org/paper/Rethinking-pooling-in-graph-neural-networks-Mesquita-Souza/e0b34b9dd924768fce9b52bc59ffb3975deb0d63'],"['https://www.semanticscholar.org/author/Diego-Mesquita/144128644', 'https://www.semanticscholar.org/author/A.-Souza/3383481', 'https://www.semanticscholar.org/author/S.-Kaski/69057684']"
Convergence Proof for Actor-Critic Methods Applied to PPO and RUDDER,,['https://www.semanticscholar.org/paper/Convergence-Proof-for-Actor-Critic-Methods-Applied-Holzleitner-Gruber/43ec60bff07bd4508e2014428a3531581d90adac'],"['https://www.semanticscholar.org/author/Markus-Holzleitner/103040573', 'https://www.semanticscholar.org/author/Lukas-Gruber/2066482188', 'https://www.semanticscholar.org/author/S.-Hochreiter/3308557', 'https://www.semanticscholar.org/author/Jose-A.-Arjona-Medina/1409265458', 'https://www.semanticscholar.org/author/Johannes-Brandstetter/78843496']"
Generating Unobserved Alternatives: A Case Study through Super-Resolution and Decompression,,['https://www.semanticscholar.org/paper/Generating-Unobserved-Alternatives%3A-A-Case-Study-Peng-Li/9c11c20d47163f61ea20e9868f96929138528e00'],"['https://www.semanticscholar.org/author/Shichong-Peng/50859502', 'https://www.semanticscholar.org/author/Ke-Li/104106360']"
EnTranNAS: Towards Closing the Gap between the Architectures in Search and Evaluation,,['https://www.semanticscholar.org/paper/EnTranNAS%3A-Towards-Closing-the-Gap-between-the-in-Yang-You/1a7bc40f2818e279d7d3749c0a1a5b92b162bfdc'],"['https://www.semanticscholar.org/author/Yibo-Yang/46285967', 'https://www.semanticscholar.org/author/Zhouchen-Lin/33383055', 'https://www.semanticscholar.org/author/Hongyang-Li/2115263222', 'https://www.semanticscholar.org/author/Chen-Qian/2005026919', 'https://www.semanticscholar.org/author/Shan-You/2111867716', 'https://www.semanticscholar.org/author/F.-Wang/32346302']"
BLANK,,['https://www.semanticscholar.org/paper/Blank-Language-Models-Shen-Quach/0bce17fdfd4872b16c97a89516a24a092cdc3616'],"['https://www.semanticscholar.org/author/R.-Barzilay/1741283', 'https://www.semanticscholar.org/author/Victor-Quach/52021665', 'https://www.semanticscholar.org/author/T.-Jaakkola/35132120', 'https://www.semanticscholar.org/author/T.-Shen/3456570']"
Improving Calibration for Long-Tailed Recognition,,['https://www.semanticscholar.org/paper/Improving-Calibration-for-Long-Tailed-Recognition-Zhong-Cui/09ce0a5073dde62e6cff2d5dfed1944e024e951e'],"['https://www.semanticscholar.org/author/Shu-Liu/25059098', 'https://www.semanticscholar.org/author/Zhisheng-Zhong/49164901', 'https://www.semanticscholar.org/author/Jiequan-Cui/1474280620', 'https://www.semanticscholar.org/author/Jiaya-Jia/1729056']"
Deep Denoising for Scientific Discovery: A Case Study in Electron Microscopy,,['https://www.semanticscholar.org/paper/Deep-Denoising-For-Scientific-Discovery%3A-A-Case-In-Mohan-Manzorro/bd08a17c52c2a88c7e9f6124241f3a64ddfe8d4e'],"['https://www.semanticscholar.org/author/C.-Fernandez-Granda/1400418223', 'https://www.semanticscholar.org/author/Sreyas-Mohan/9247167', 'https://www.semanticscholar.org/author/R.-Manzorro/93332673']"
Novelty Detection with Rotated Contrastive Predictive Coding,,['https://www.semanticscholar.org/paper/Auditory-Predictive-Coding-across-Awareness-States-Nourski-Steinschneider/ac6039f7894d66ea30c8ccf0b1a6a92df8717c8c'],"['https://www.semanticscholar.org/author/H.-Kawasaki/1972507', 'https://www.semanticscholar.org/author/M.-Howard/33711695', 'https://www.semanticscholar.org/author/A.-Rhone/6051857', 'https://www.semanticscholar.org/author/M.-Steinschneider/7748129', 'https://www.semanticscholar.org/author/K.-Nourski/2102501', 'https://www.semanticscholar.org/author/M.-Banks/2147466']"
Refine and Imitate: Reducing Repetition and Inconsistency in Dialogue Generation via Reinforcement Learning and Human Demonstration,,['https://www.semanticscholar.org/paper/Refine-and-Imitate%3A-Reducing-Repetition-and-in-via-Shi-Li/774f067f645a481b3c36b4bfe26ae707b61ce84f'],"['https://www.semanticscholar.org/author/Yu-Li/40058381', 'https://www.semanticscholar.org/author/Saurav-Sahay/38531701', 'https://www.semanticscholar.org/author/Weiyan-Shi/8299781', 'https://www.semanticscholar.org/author/Zhou-Yu/1564034697']"
Representation Quality Of Neural Networks Links To Adversarial Attacks and Defences,,['https://www.semanticscholar.org/paper/Representation-Quality-Of-Neural-Networks-Links-To-Kotyan-Vargas/96045bddffbb2dda407fce46ec74f7b900ce2e8a'],"['https://www.semanticscholar.org/author/Shashank-Kotyan/66129263', 'https://www.semanticscholar.org/author/Moe-Matsuki/40010324', 'https://www.semanticscholar.org/author/Danilo-Vasconcellos-Vargas/72863851']"
Explicit Learning Topology for Differentiable Neural Architecture Search,,['https://www.semanticscholar.org/paper/Explicitly-Learning-Topology-for-Differentiable-Huang-You/7c1ba86fc95e3d661ccb48899b14eea2186194f6'],"['https://www.semanticscholar.org/author/Tao-Huang/2110813546', 'https://www.semanticscholar.org/author/Changshui-Zhang/14966740', 'https://www.semanticscholar.org/author/Shan-You/122539900']"
Stabilizing DARTS with Amended Gradient Estimation on Architectural Parameters,,['https://www.semanticscholar.org/paper/Stabilizing-DARTS-with-Amended-Gradient-Estimation-Bi-Hu/678467b29b4b947143d960af03b73f32979dc817'],"['https://www.semanticscholar.org/author/Lingxi-Xie/3041937', 'https://www.semanticscholar.org/author/Kaifeng-Bi/94365920', 'https://www.semanticscholar.org/author/Qi-Tian/1400120070', 'https://www.semanticscholar.org/author/X.-Chen/153773888', 'https://www.semanticscholar.org/author/Changping-Hu/48132902', 'https://www.semanticscholar.org/author/Longhui-Wei/26351715']"
"GOLD-NAS: Gradual, One-Level, Differentiable",,['https://www.semanticscholar.org/paper/GOLD-NAS%3A-Gradual%2C-One-Level%2C-Differentiable-Bi-Xie/a6ff1954802bdf69e3ab1642d1e8cbf5eec6d3ff'],"['https://www.semanticscholar.org/author/Lingxi-Xie/3041937', 'https://www.semanticscholar.org/author/Qi-Tian/1400120070', 'https://www.semanticscholar.org/author/Xin-Chen/40897068', 'https://www.semanticscholar.org/author/Kaifeng-Bi/94365920', 'https://www.semanticscholar.org/author/Longhui-Wei/26351715']"
A Simple Framework for Uncertainty in Contrastive Learning,,['https://www.semanticscholar.org/paper/A-Simple-Framework-for-Uncertainty-in-Contrastive-Wu-Goodman/fc8d5996773dfd74c6b10b9bbe5ef7b092ff26e1'],"['https://www.semanticscholar.org/author/Mike-Wu/1700653', 'https://www.semanticscholar.org/author/Noah-D.-Goodman/144002017']"
