title,link,info
MQTransformer: Multi-Horizon Forecasts with Context Dependent and Feedback-Aware Attention,['https://www.semanticscholar.org/paper/MQTransformer%3A-Multi-Horizon-Forecasts-with-Context-Eisenach-Patel/0625c4f76eae494bd7b6c63c96e10305914e7424'],"[{'Citations': 3, 'Background Citations': '2'}]"
MixCon: Adjusting the Separability of Data Representations for Harder Data Recovery,['https://www.semanticscholar.org/paper/MixCon%3A-Adjusting-the-Separability-of-Data-for-Data-Li-Huang/7e506097d0b1dcba5558cb80f1eb005de39071ea'],[{'Citations': 0}]
On the Power of Abstention and Data-Driven Decision Making for Adversarial Robustness,['https://www.semanticscholar.org/paper/On-the-Power-of-Abstention-and-Data-Driven-Decision-Balcan-Blum/3e93158b34ecdae4cbe3fd47c22046ded74302b2'],"[{'Citations': 3, 'Background Citations': '2', 'Methods Citations': '1'}]"
Provably Faster Algorithms for Bilevel Optimization and Applications to Meta-Learning,['https://www.semanticscholar.org/paper/Provably-Faster-Algorithms-for-Bilevel-Optimization-Ji-Yang/98b45649986a66d5ae5c4f34092879bfb442dc68'],"[{'Citations': 5, 'Highly Influential Citations': '3', 'Background Citations': '4', 'Methods Citations': '1', 'Results Citations': '1'}]"
Adversarial Masking: Towards Understanding Robustness Trade-off for Generalization,['https://www.semanticscholar.org/paper/Towards-Understanding-Adversarial-Examples-Data-and-Sun-Zhu/ebde1d64f5a77f36258ac6c23f6285050968e3f9'],"[{'Citations': 9, 'Background Citations': '7', 'Methods Citations': '1', 'Results Citations': '1'}]"
Reverse engineering learned optimizers reveals known and novel mechanisms,['https://www.semanticscholar.org/paper/Reverse-engineering-learned-optimizers-reveals-and-Maheswaranathan-Sussillo/55fef8e09f04608019cd211eb609a4f320fedaa6'],"[{'Citations': 2, 'Background Citations': '1'}]"
Deep Data Flow Analysis,['https://www.semanticscholar.org/paper/Deep-Data-Flow-Analysis-Cummins-Leather/45d5f8773f470bdc89405dda7c0e6a65a2af983a'],"[{'Citations': 1, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '1'}]"
(Updated submission 11/20/2020) MISIM: A Novel Code Similarity System,['https://www.semanticscholar.org/paper/MISIM%3A-A-Novel-Code-Similarity-System.-Ye-Zhou/0d93d1943ebd0372d46ec1bdff4cb27c44a237a2'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '2'}]"
JAKET: Joint Pre-training of Knowledge Graph and Language Understanding,['https://www.semanticscholar.org/paper/JAKET%3A-Joint-Pre-training-of-Knowledge-Graph-and-Yu-Zhu/37bf0bf34603145246c3311df19e2afdf6e0270a'],"[{'Citations': 5, 'Background Citations': '4', 'Methods Citations': '2'}]"
On The Adversarial Robustness of 3D Point Cloud Classification,['https://www.semanticscholar.org/paper/On-the-Adversarial-Robustness-of-3D-Point-Cloud-Sun-Koenig/6d3c439cfa3c9be7bbffa1d37192c6b3d90ed8e0'],"[{'Citations': 3, 'Background Citations': '2'}]"
Leveraging affinity cycle consistency to isolate factors of variation in learned representations,['https://www.semanticscholar.org/paper/LEVERAGING-AFFINITY-CYCLE-CONSISTENCY-TO-ISO-LATE/97575578c39ad097cce7c7b287d1cca6660fcfaa'],[{'Citations': 0}]
Generalizing Graph Convolutional Networks via Heat Kernel,['https://www.semanticscholar.org/paper/Action-Recognition-with-Kernel-based-Graph-Networks-Sahbi/a94687d9deca064e0476789ab5c0b00ca75326fb'],[{'Citations': 0}]
"For interpolating kernel machines, minimizing the norm of the ERM solution minimizes stability",['https://www.semanticscholar.org/paper/For-interpolating-kernel-machines%2C-minimizing-the-Rangamani-Rosasco/03912d6f3de9acbb88b4bc67629f600219f8ffc1'],[{'Citations': 1}]
Robust Temporal Ensembling,['https://www.semanticscholar.org/paper/Graph-temporal-ensembling-based-semi-supervised-for-Shi-Su/bbadb704f71900c64920b36559a7cbb3d767b265'],"[{'Citations': 13, 'Background Citations': '3', 'Methods Citations': '2'}]"
Adversarial Feature Desensitization,['https://www.semanticscholar.org/paper/Adversarial-Feature-Desensitization-Bashivan-Richards/4bc96fe802a7a900df3adc8f5a4717ef2e3c7dd7'],[{'Citations': 1}]
Improved Contrastive Divergence Training of Energy Based Models,['https://www.semanticscholar.org/paper/Improved-Contrastive-Divergence-Training-of-Energy-Du-Li/13aa7fb1e8838e398bf5e1f7ad09bc680b777016'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '2'}]"
Extrapolatable Relational Reasoning With Comparators in Low-Dimensional Manifolds,['https://www.semanticscholar.org/paper/Generalisable-Relational-Reasoning-With-Comparators-Wang-Jamnik/68ff0be22bbb29592d4afbdc5bd18cb2c912089d'],"[{'Citations': 1, 'Background Citations': '1'}]"
Systematic Analysis of Cluster Similarity Indices: How to Validate Validation Measures,['https://www.semanticscholar.org/paper/Systematic-Analysis-of-Cluster-Similarity-Indices%3A-Gosgens-Tikhonov/708ecbf56ef3a96281d1d32cf87bad1106f26665'],"[{'Citations': 3, 'Background Citations': '1'}]"
Deep Learning with Data Privacy via Residual Perturbation,['https://www.semanticscholar.org/paper/Robust-Machine-Learning-via-Privacy%2FRate-Distortion-Wang-Aeron/88cb24532bebfbbbc589feb42ae589148abf1296'],[{'Citations': 0}]
Safe Reinforcement Learning with Natural Language Constraints,['https://www.semanticscholar.org/paper/Safe-Reinforcement-Learning-with-Natural-Language-Yang-Hu/bc4d7950ca595e9c03da312214c79a32d65cc8a4'],[{'Citations': 0}]
Dynamic Backdoor Attacks Against Deep Neural Networks,['https://www.semanticscholar.org/paper/Invisible-Backdoor-Attacks-Against-Deep-Neural-Li-Zhao/423147099e82a7d3b32ef6d5f9fe8f94a29c6ffc'],"[{'Citations': 28, 'Highly Influential Citations': '2', 'Background Citations': '19', 'Methods Citations': '4', 'Results Citations': '2'}]"
Intelligent Matrix Exponentiation,['https://www.semanticscholar.org/paper/Intelligent-Matrix-Exponentiation-Fischbacher-Comsa/e44b7ac09c5d2d604e85dc84fa4571263071e7a2'],[{'Citations': 0}]
UneVEn: Universal Value Exploration for Multi-Agent Reinforcement Learning,['https://www.semanticscholar.org/paper/UneVEn%3A-Universal-Value-Exploration-for-Multi-Agent-Gupta-Mahajan/10228cfc5ccb33119262a83de5db8a58dd35d9a5'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '3'}]"
Robust Constrained Reinforcement Learning for Continuous Control with Model Misspecification,['https://www.semanticscholar.org/paper/Robust-Constrained-Reinforcement-Learning-for-with-Mankowitz-Calian/5869591fffb4bdb1196cc71d1c4a14bb30e484b4'],"[{'Citations': 1, 'Methods Citations': '1'}]"
Environment Predictive Coding for Embodied Agents,['https://www.semanticscholar.org/paper/Environment-Predictive-Coding-for-Embodied-Agents-Ramakrishnan-Nagarajan/d857c7365c373395b494e1bc11bff528620ce74b'],"[{'Citations': 1, 'Background Citations': '1'}]"
A Sharp Analysis of Model-based Reinforcement Learning with Self-Play,['https://www.semanticscholar.org/paper/A-Sharp-Analysis-of-Model-based-Reinforcement-with-Liu-Yu/8820f35b9776fe427cffad2d776ce75f44bc81ea'],"[{'Citations': 11, 'Highly Influential Citations': '2', 'Background Citations': '8', 'Methods Citations': '3', 'Results Citations': '1'}]"
Consistency and Monotonicity Regularization for Neural Knowledge Tracing,['https://www.semanticscholar.org/paper/Consistency-and-Monotonicity-Regularization-for-Lee-Choi/0606ccfdb562d4eb2bf1e8d49e8e1f982c9ba09d'],[{'Citations': 0}]
Differentiable Optimization of Generalized Nondecomposable Functions using Linear Programs,['https://www.semanticscholar.org/paper/Survey-of-Sequential-Convex-Programming-and-Messerer-Baumgaertner/bbacd9788b532aae8033a59d2ae70affe8b31566'],"[{'Citations': 2, 'Background Citations': '1'}]"
Coverage as a Principle for Discovering Transferable Behavior in Reinforcement Learning,['https://www.semanticscholar.org/paper/Coverage-as-a-Principle-for-Discovering-Behavior-in-Campos-Sprechmann/637cb5b797697930d7d1577031134801af99f83d'],"[{'Citations': 5, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '2'}]"
A Unified Paths Perspective for Pruning at Initialization,['https://www.semanticscholar.org/paper/A-Unified-Paths-Perspective-for-Pruning-at-Gebhart-Saxena/a9ad2d274451fe490c82cdd69c4537c80051e2fc'],"[{'Citations': 2, 'Methods Citations': '1'}]"
Differentiable Weighted Finite-State Transducers,['https://www.semanticscholar.org/paper/Differentiable-Weighted-Finite-State-Transducers-Hannun-Pratap/9112be1801598125d463febb96a525227c32acc1'],"[{'Citations': 3, 'Background Citations': '3'}]"
Task-Agnostic and Adaptive-Size BERT Compression,['https://www.semanticscholar.org/paper/NAS-BERT%3A-Task-Agnostic-and-Adaptive-Size-BERT-with-Xu-Tan/dd0a27aa2285bc64798fa76944400ab6d9ce3025'],[{'Citations': 0}]
Deepening Hidden Representations from Pre-trained Language Models,['https://www.semanticscholar.org/paper/Deepening-Hidden-Representations-from-Pre-trained-Yang-Zhao/d5a7fb74bbb974c84e03479c29da8527922d5e0f'],"[{'Citations': 2, 'Background Citations': '1'}]"
Information distance for neural network functions,['https://www.semanticscholar.org/paper/OnionNet%3A-a-Multiple-Layer-Convolutional-Neural-for-Zheng-Fan/1941106af14f937cf1845ef082ec9210e3ee4c92'],"[{'Citations': 29, 'Highly Influential Citations': '4', 'Background Citations': '7', 'Methods Citations': '7', 'Results Citations': '1'}]"
Calibrated Adversarial Refinement for Stochastic Semantic Segmentation,['https://www.semanticscholar.org/paper/Calibrated-Adversarial-Refinement-for-Multimodal-Kassapis-Dikov/a7f04e04528f90d4fe41486ed0b546d7ed9134e9'],[{'Citations': 0}]
Isometric Autoencoders,['https://www.semanticscholar.org/paper/Isometric-Autoencoders-Atzmon-Gropp/18ed38b4e0a95d9ad81ee9b827ee99ddcfe9e41c'],"[{'Citations': 4, 'Background Citations': '2', 'Methods Citations': '1'}]"
Decentralized Deterministic Multi-Agent Reinforcement Learning,['https://www.semanticscholar.org/paper/Decentralized-Deterministic-Multi-Agent-Learning-Grosnit-Cai/f1a2c021b21580e19d60a50f23c71aaa1c122e97'],[{'Citations': 0}]
Selfish Sparse RNN Training,['https://www.semanticscholar.org/paper/Selfish-Sparse-RNN-Training-Liu-Mocanu/4df2175c0daadf630623a505f623fe41a386853d'],"[{'Citations': 8, 'Background Citations': '4', 'Methods Citations': '3', 'Results Citations': '1'}]"
Addressing the Topological Defects of Disentanglement,['https://www.semanticscholar.org/paper/Addressing-the-Topological-Defects-of-via-Operators-Bouchacourt-Ibrahim/84c39ca4b3790881f7511ad590682642f9f739df'],[{'Citations': 2}]
A new accelerated gradient method inspired by continuous-time perspective,['https://www.semanticscholar.org/paper/A-New-Accelerated-Gradient-Method-Inspired-by-Time/2e41f21a20d9aea6c150fcf3b26ce17507a1632f'],[{'Citations': 0}]
Defective Convolutional Networks,['https://www.semanticscholar.org/paper/Defective-Convolutional-Networks-Luo-Cai/ee951766b87b0040366721ee97215832e5753982'],[{'Citations': 1}]
Improving Local Effectiveness for Global Robustness Training,['https://www.semanticscholar.org/paper/Hierarchical-Bayesian-Network-Based-Incremental-for-Wu-Xu/22996a7f9cee4ae6adcfe0429af822935a3d3c9f'],[{'Citations': 1}]
Real-time Uncertainty Decomposition for Online Learning Control,['https://www.semanticscholar.org/paper/Real-time-Uncertainty-Decomposition-for-Online-Umlauft-Lederer/d44145f08aced4bea7e9f8f6c540b3734203cc32'],[{'Citations': 1}]
Inverse Constrained Reinforcement Learning,['https://www.semanticscholar.org/paper/Inverse-Constrained-Reinforcement-Learning-Anwar-Malik/8db442c4ab5bd65b6a02b2d60d47f0dbf3f05fa6'],[{'Citations': 0}]
Catastrophic Fisher Explosion: Early Phase Fisher Matrix Impacts Generalization,['https://www.semanticscholar.org/paper/Catastrophic-Fisher-Explosion%3A-Early-Phase-Fisher-Jastrzebski-Arpit/3ce2f7a1f857725ca3f477967aeef96ccf4eb0c4'],"[{'Citations': 4, 'Background Citations': '1', 'Methods Citations': '1'}]"
Dynamic of Stochastic Gradient Descent with State-dependent Noise,['https://www.semanticscholar.org/paper/Dynamic-of-Stochastic-Gradient-Descent-with-Noise-Meng-Gong/03f9e13444ffbc8eea9df12cf2d08f643e3caf19'],"[{'Citations': 2, 'Background Citations': '1'}]"
Variance Based Sample Weighting for Supervised Deep Learning,['https://www.semanticscholar.org/paper/Variance-Based-Samples-Weighting-for-Supervised-Novello-Po%C3%ABtte/3e5b70927f1fda224da3f9d27d9bcd171a1737af'],[{'Citations': 0}]
Invertible Manifold Learning for Dimension Reduction,['https://www.semanticscholar.org/paper/Invertible-Manifold-Learning-for-Dimension-Li-Lin/0d781e4047c4416cd3071e3fde138ee15c853ad2'],[{'Citations': 0}]
Efficient Reinforcement Learning in Resource Allocation Problems Through Permutation Invariant Multi-task Learning,['https://www.semanticscholar.org/paper/Efficient-Reinforcement-Learning-in-Resource-Cai-Lim/e5414f6e8ea508a902f6a1da7aedc0b705f25dce'],[{'Citations': 0}]
ADIS-GAN: Affine Disentangled GAN,['https://www.semanticscholar.org/paper/Affine-Disentangled-GAN-for-Interpretable-and-AV-Liu-Saerbeck/d9cf191482b42a0ae5cb62dbb564c9b5b4c68872'],[{'Citations': 0}]
Contextual Knowledge Distillation for Transformer Compression,['https://www.semanticscholar.org/paper/ERNIE-Tiny-%3A-A-Progressive-Distillation-Framework-Su-Chen/70db308d3635bf20bfbc66e177e6744362e4a9cb'],[{'Citations': 0}]
On Disentangled Representations Learned From Correlated Data,['https://www.semanticscholar.org/paper/On-Disentangled-Representations-Learned-From-Data-Trauble-Creager/192029e99ae4364968803abc5885c7a159f8a9ff'],"[{'Citations': 2, 'Background Citations': '2'}]"
Graph Autoencoders with Deconvolutional Networks,['https://www.semanticscholar.org/paper/Graph-Autoencoders-with-Deconvolutional-Networks-Li-Yu/0f5e11d1ec5960be06e3d7f59b796c25edf824eb'],[{'Citations': 0}]
TextSETTR: Label-Free Text Style Extraction and Tunable Targeted Restyling,['https://www.semanticscholar.org/paper/TextSETTR%3A-Label-Free-Text-Style-Extraction-and-Riley-Constant/fe9adbf6143c759ae8e48f29415cfe5d1ac9d232'],"[{'Citations': 3, 'Background Citations': '2', 'Methods Citations': '1'}]"
Feature-Robust Optimal Transport for High-Dimensional Data,['https://www.semanticscholar.org/paper/Feature-Robust-Optimal-Transport-for-Data-Petrovich-Liang/35fd4022156687d36ef706dbae6f0dbe795b3630'],[{'Citations': 2}]
Reinforcement Learning with Latent Flow,['https://www.semanticscholar.org/paper/Reinforcement-Learning-with-Latent-Flow-Shang-Wang/ae383da9d88bb69c54bbc0a6c7ec769cb54f3488'],[{'Citations': 0}]
Experience Replay with Likelihood-free Importance Weights,['https://www.semanticscholar.org/paper/Experience-Replay-with-Likelihood-free-Importance-Sinha-Song/09d01a5ce6befad6e08c8b6185043ae0df3e78ae'],"[{'Citations': 9, 'Highly Influential Citations': '3', 'Background Citations': '8', 'Methods Citations': '4'}]"
RMIX: Risk-Sensitive Multi-Agent Reinforcement Learning,['https://www.semanticscholar.org/paper/RMIX%3A-Learning-Risk-Sensitive-Policies-for-Learning-Qiu-Wang/14c7017254940dd08c92e65426c9984554830a7b'],[{'Citations': 0}]
Adversarially Robust Federated Learning for Neural Networks,['https://www.semanticscholar.org/paper/HYDRA%3A-Pruning-Adversarially-Robust-Neural-Networks-Sehwag-Wang/3805147a98dab8f0c7667fed25490adbd2300fbd'],"[{'Citations': 28, 'Highly Influential Citations': '4', 'Background Citations': '7', 'Methods Citations': '8', 'Results Citations': '1'}]"
Disentangled Generative Causal Representation Learning,['https://www.semanticscholar.org/paper/Disentangled-Generative-Causal-Representation-Shen-Liu/36437d9f767443e8297e4f3bc51a342f7ff2c2f8'],"[{'Citations': 6, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '1'}]"
Adaptive Self-training for Neural Sequence Labeling with Few Labels,['https://www.semanticscholar.org/paper/Adaptive-Self-training-for-Few-shot-Neural-Sequence-Wang-Mukherjee/3e8420d1bebb3f93d285da2de801d2e43b290880'],"[{'Citations': 3, 'Background Citations': '1', 'Methods Citations': '2'}]"
"Optimizing Transformers with Approximate Computing for Faster, Smaller and more Accurate NLP Models",['https://www.semanticscholar.org/paper/Optimizing-Transformers-with-Approximate-Computing-Nagarajan-Sen/a7357f16453d8c3e07aca694efa00df6f2e4352c'],"[{'Citations': 1, 'Methods Citations': '1'}]"
Causal Screening to Interpret Graph Neural Networks,['https://www.semanticscholar.org/paper/A-comprehensive-study-on-the-prediction-reliability-Yang-Lee/0c6a3cd1c97f50729a6aca060addb8cbb03c1965'],"[{'Citations': 4, 'Background Citations': '1'}]"
Near-Optimal Regret Bounds for Model-Free RL in Non-Stationary Episodic MDPs,['https://www.semanticscholar.org/paper/Near-Optimal-Regret-Bounds-for-Model-Free-RL-in-Mao-Zhang/bf7433146b2527389dbb9b4971c186aa940c2254'],"[{'Citations': 1, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '1'}]"
Regioned Episodic Reinforcement Learning,['https://www.semanticscholar.org/paper/A-Unifying-View-of-Optimism-in-Episodic-Learning-Neu-Pike-Burke/fb68cb1191db2134422068a71bd148e1da963f97'],"[{'Citations': 13, 'Highly Influential Citations': '1', 'Background Citations': '7', 'Methods Citations': '2'}]"
Signal Coding and Reconstruction using Spike Trains,['https://www.semanticscholar.org/paper/Signal-Coding-and-Perfect-Reconstruction-using-Chattopadhyay-Banerjee/29f5966cdf7e6146fa2e6f63e01d8917fddc69c9'],[{'Citations': 0}]
MLR-SNet: Transferable LR Schedules for Heterogeneous Tasks,['https://www.semanticscholar.org/paper/MLR-SNet%3A-Transferable-LR-Schedules-for-Tasks-Shu-Zhu/f7d501a33b9ed94e27581af506d88df86ab4d2ca'],[{'Citations': 0}]
Zero-Shot Learning with Common Sense Knowledge Graphs,['https://www.semanticscholar.org/paper/Zero-Shot-Learning-with-Common-Sense-Knowledge-Nayak-Bach/59f4b4d0ed6553440a6a5f296cba5f545316ddd8'],"[{'Citations': 2, 'Background Citations': '2', 'Methods Citations': '2'}]"
Open-world Semi-supervised Learning,['https://www.semanticscholar.org/paper/Open-World-Semi-Supervised-Learning-Cao-Brbic/f8f221459ee6fcb9497484f4f452cf4a3f777b92'],[{'Citations': 2}]
Rethinking Parameter Counting: Effective Dimensionality Revisited,['https://www.semanticscholar.org/paper/Rethinking-Parameter-Counting-in-Deep-Models%3A-Maddox-Benton/5c55dc32411ec48cc0c9e520acb689b07e0c9a0a'],"[{'Citations': 15, 'Highly Influential Citations': '1', 'Background Citations': '6', 'Results Citations': '1'}]"
Fusion 360 Gallery: A Dataset and Environment for Programmatic CAD Reconstruction,['https://www.semanticscholar.org/paper/Fusion-360-Gallery%3A-A-Dataset-and-Environment-for-Willis-Pu/5e93221291eb710ba8c4b8ad3b22c39223d06bac'],"[{'Citations': 7, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '3'}]"
Secure Byzantine-Robust Machine Learning,['https://www.semanticscholar.org/paper/Secure-Byzantine-Robust-Machine-Learning-He-Karimireddy/c1d9a7f8d4406f0d289e1a1862fecb18fdffeb28'],"[{'Citations': 13, 'Background Citations': '6', 'Methods Citations': '4'}]"
Parametric Copula-GP model for analyzing multidimensional neuronal and behavioral relationships,['https://www.semanticscholar.org/paper/Parametric-Copula-GP-model-for-analyzing-neuronal-Kudryashova-Amvrosiadis/db7ca116e1c62d42e7d7885e45dab0d1811b1706'],"[{'Citations': 1, 'Background Citations': '1'}]"
Cluster-Former: Clustering-based Sparse Transformer for Question Answering,['https://www.semanticscholar.org/paper/Cluster-Former%3A-Clustering-based-Sparse-Transformer-Wang-Zhou/89e2154d608cc8eced17bd7b276e278c89f8f0c1'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '1'}]"
Goal-Auxiliary Actor-Critic for 6D Robotic Grasping with Point Clouds,['https://www.semanticscholar.org/paper/Goal-Auxiliary-Actor-Critic-for-6D-Robotic-Grasping-Wang-Xiang/091810ee7c0a2a550f84c16dfef796d736298454'],"[{'Citations': 1, 'Background Citations': '1', 'Methods Citations': '1'}]"
Amortized Conditional Normalized Maximum Likelihood,['https://www.semanticscholar.org/paper/Amortized-Conditional-Normalized-Maximum-Likelihood-Zhou-Levine/42756952ca7c6655fd75956d00f4e0fa470ac187'],"[{'Citations': 2, 'Methods Citations': '1'}]"
Brain-like approaches to unsupervised learning of hidden representations - a comparative study,['https://www.semanticscholar.org/paper/Brain-like-approaches-to-unsupervised-learning-of-a-Ravichandran-Lansner/81c9eafecce5cf4ccfdc6bc6ca62e8e5679b0f9a'],"[{'Citations': 5, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '2'}]"
Deep Goal-Oriented Clustering,['https://www.semanticscholar.org/paper/Deep-Goal-Oriented-Clustering-Shi-Bender/16e6c98588edf65d8ad1d41f69255883b911d49c'],[{'Citations': 0}]
Safety Aware Reinforcement Learning (SARL),['https://www.semanticscholar.org/paper/Safety-Aware-Reinforcement-Learning-(SARL)-Miret-Majumdar/b07b03a5170c46a7cb57eea4f65e47d23ba1e38d'],[{'Citations': 0}]
Disentangling Representations of Text by Masking Transformers,['https://www.semanticscholar.org/paper/Disentangling-Representations-of-Text-by-Masking-Zhang-Meent/5dbad9bb6db70ea1442bc584dcf06a22fe0fa41b'],[{'Citations': 0}]
Augmented Sliced Wasserstein Distances,['https://www.semanticscholar.org/paper/Augmented-Sliced-Wasserstein-Distances-Chen-Yang/f170469dfba0d664cd58ba50305693b835b30e38'],"[{'Citations': 3, 'Background Citations': '2', 'Methods Citations': '1'}]"
Adaptive Personalized Federated Learning,['https://www.semanticscholar.org/paper/Adaptive-Personalized-Federated-Learning-Deng-Kamani/2ffc4df07df933a732d442e23ce256c52de6d7c6'],"[{'Citations': 67, 'Highly Influential Citations': '8', 'Background Citations': '29', 'Methods Citations': '21', 'Results Citations': '1'}]"
Block Skim Transformer for Efficient Question Answering,['https://www.semanticscholar.org/paper/Match-Ignition%3A-Plugging-PageRank-into-Transformer-Pang-Lan/90b6e8c194f67be545b347067679c0cb64dbadaf'],[{'Citations': 0}]
"Poisoned classifiers are not only backdoored, they are fundamentally broken",['https://www.semanticscholar.org/paper/Poisoned-classifiers-are-not-only-backdoored%2C-they-Sun-Agarwal/f4d27cf338f790eee0c7ec7ff29b9dd39a5b8cdb'],"[{'Citations': 10, 'Highly Influential Citations': '2', 'Background Citations': '8', 'Results Citations': '1'}]"
GenQu: A Hybrid System for Learning Classical Data in Quantum States,['https://www.semanticscholar.org/paper/A-Hybrid-System-for-Learning-Classical-Data-in-Stein-Baheri/216cfd7829a3a4bf81c66533d9e61ed12ee23e55'],[{'Citations': 6}]
Uniform Priors for Data-Efficient Transfer,['https://www.semanticscholar.org/paper/Uniform-Priors-for-Data-Efficient-Transfer.-Sinha-Roth/28614095f0f2d5b692ad6c4a3d2221f8e9099962'],[{'Citations': 0}]
Linear Convergence and Implicit Regularization of Generalized Mirror Descent with Time-Dependent Mirrors,['https://www.semanticscholar.org/paper/Linear-Convergence-and-Implicit-Regularization-of-Radhakrishnan-Belkin/aadc1c105b36c1c9c73ef13fe29a5bf6f5497dc9'],"[{'Citations': 2, 'Background Citations': '1'}]"
Continual learning using hash-routed convolutional neural networks,['https://www.semanticscholar.org/paper/Continual-learning-using-hash-routed-convolutional-Berjaoui/3dd3de24684ff51b598358e71756316aac67303f'],[{'Citations': 0}]
Neural Architecture Search without Training,['https://www.semanticscholar.org/paper/Neural-Architecture-Search-without-Training-Mellor-Turner/2c4d1fca2eb8b27f6e22755fcda019c55b4efb1a'],"[{'Citations': 17, 'Highly Influential Citations': '5', 'Background Citations': '9', 'Methods Citations': '6', 'Results Citations': '1'}]"
It Is Likely That Your Loss Should be a Likelihood,['https://www.semanticscholar.org/paper/It-Is-Likely-That-Your-Loss-Should-be-a-Likelihood-Hamilton-Shelhamer/a4003e516072655641dfa087c6b670ccf55c8ebd'],[{'Citations': 0}]
Optimal Transport Graph Neural Networks,"[""https://www.semanticscholar.org/paper/Optimal-Transport-Graph-Neural-Networks-B'ecigneul-Ganea/2103f56adab763b1ed8b19b6f8ae4d15420028e9""]","[{'Citations': 4, 'Background Citations': '1', 'Methods Citations': '1'}]"
Grounding Language to Entities for Generalization in Reinforcement Learning,['https://www.semanticscholar.org/paper/Grounding-Language-to-Entities-and-Dynamics-for-in-Wang-Narasimhan/6b9e0a555aa02f5f84b833ebb2c10408a0dd4d6f'],[{'Citations': 1}]
Practical Evaluation of Out-of-Distribution Detection Methods for Image Classification,['https://www.semanticscholar.org/paper/Practical-Evaluation-of-Out-of-Distribution-Methods-Techapanurak-Okatani/bd00901968d2f26d13a14b7c5d7a2a01970f01ff'],[{'Citations': 0}]
Equivariant Normalizing Flows for Point Processes and Sets,['https://www.semanticscholar.org/paper/Equivariant-Normalizing-Flows-for-Point-Processes-Bilos-G%C3%BCnnemann/9ee0dba2c436b7b3c260db8157b64f9c02d3f1f7'],"[{'Citations': 6, 'Background Citations': '2', 'Methods Citations': '2'}]"
On Alignment in Deep Linear Neural Networks,['https://www.semanticscholar.org/paper/On-Alignment-in-Deep-Linear-Neural-Networks-Radhakrishnan-Nichani/2f33260e232f672aaf94941a886e1cce4379d347'],[{'Citations': 1}]
GG-GAN: A Geometric Graph Generative Adversarial Network,['https://www.semanticscholar.org/paper/Topology-Aware-Generative-Adversarial-Network-for-a-Bessadok-Mahjoub/f6fa517d68a86357127af52ec458b808c7055a70'],"[{'Citations': 4, 'Background Citations': '1', 'Methods Citations': '2'}]"
Evaluating Robustness of Predictive Uncertainty Estimation: Are Dirichlet-based Models Reliable?,['https://www.semanticscholar.org/paper/Evaluating-Robustness-of-Predictive-Uncertainty-Are-Kopetzki-Charpentier/a3c9fe10558f1297f6691718ba173636ee3ffc67'],"[{'Citations': 1, 'Methods Citations': '1'}]"
Breaking the Expressive Bottlenecks of Graph Neural Networks,['https://www.semanticscholar.org/paper/Breaking-the-Expressive-Bottlenecks-of-Graph-Neural-Yang-Shen/40fd6b4340e55bb86b1aa6c16b418e07ed8ed0e9'],"[{'Citations': 2, 'Highly Influential Citations': '1', 'Methods Citations': '1'}]"
Adversarial representation learning for synthetic replacement of private attributes,['https://www.semanticscholar.org/paper/Adversarial-representation-learning-for-synthetic-Martinsson-Zec/3abd7683ed510ca46fcdfca47ab4ae2c01e0f864'],"[{'Citations': 2, 'Background Citations': '1'}]"
Variational Dynamic Mixtures,['https://www.semanticscholar.org/paper/Variational-Dynamic-Mixtures-Qiu-Mandt/8a8f3d716090b7b7dfda0c5985839bcc1cf77fc6'],[{'Citations': 1}]
Meta Adversarial Training,['https://www.semanticscholar.org/paper/Meta-Adversarial-Training-Metzen-Finnie/b8b283d4d90384259459b272c12874d779d82339'],"[{'Citations': 1, 'Highly Influential Citations': '1', 'Background Citations': '1'}]"
One-class Classification Robust to Geometric Transformation,['https://www.semanticscholar.org/paper/O-NE-CLASS-CLASSIFICATION-ROBUST-TO-GEOMETRIC/132a3cd667b6cbfd280c405339ea383b604bcd5e'],[{'Citations': 0}]
Self-Supervised Multi-View Learning via Auto-Encoding 3D Transformations,['https://www.semanticscholar.org/paper/Self-Supervised-Multi-View-Learning-via-3D-Gao-Hu/c40f88084299ec78eda5e7f7ddea8f1af25ae514'],"[{'Citations': 2, 'Background Citations': '1', 'Methods Citations': '1'}]"
Which Model to Transfer? Finding the Needle in the Growing Haystack,['https://www.semanticscholar.org/paper/Which-Model-to-Transfer-Finding-the-Needle-in-the-Renggli-Pinto/7815427699bfad0a297879389dc5e86cefb05755'],"[{'Citations': 5, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '2', 'Results Citations': '1'}]"
