year,institution,csranking,ranking
2021,InterDigital,-1,-1
2021,AInnovation,-1,-1
2021,Seoul National University,37,60
2021,KU Leuven,150,45
2021,Johns Hopkins University,71,12
2021,"NAVER Corp, CLOVA AI.",-1,-1
2021,Toyota Research Institute (TRI),-1,-1
2021,ShanghaiTech University,327,-1
2021,"Department of Computer Science, The University of Hong Kong",99,39
2021,"VinAI Research, Vietnam",-1,-1
2021,Universite du Quebec a Montreal,-1,-1
2021,University of Minnesota-Twin Cities,71,85
2021,Jilin University,-1,998
2021,Tallinn University,-1,983
2021,"Petuum, Inc",-1,-1
2021,University Hospital Zurich,-1,-1
2021,Aarhus University,92,106
2021,Google,-1,-1
2021,Flatiron Institute,-1,-1
2021,Otto Friedrich University Bamberg,-1,-1
2021,"Chinese Academy of Sciences, Chinese Academy of Sciences",34,-1
2021,State University of New York at Binghamton,-1,-1
2021,Korea University,174,167
2021,Comenius University Slovakia,-1,-1
2021,"Department of Computer Science and Technolog, Tsinghua University",4,20
2021,ByteDance AI Lab,-1,-1
2021,Southeast University,-1,509
2021,Sony Europe Ltd.,-1,-1
2021,SalesForce.com,-1,-1
2021,University Jean Monnet,327,-1
2021,PESIT,-1,-1
2021,National Institutes of Health,-1,-1
2021,Interdisciplinary Center Herzliya,-1,-1
2021,Jeju National University,-1,1328
2021,"CNRS, Univ. de Lille",-1,-1
2021,CEA LETI,-1,-1
2021,Noah's Ark Lab  Huawei Technologies Ltd.,-1,-1
2021,Department of Computer Science,-1,-1
2021,Facebook Reality Labs,-1,-1
2021,"Washington State University, Pullman",174,323
2021,Ecole Normale Supérieure de Paris,-1,-1
2021,"SUN YAT-SEN UNIVERSITY, Tsinghua University",4,20
2021,Georgia Institute of Technology,12,38
2021,Technische Universität Berlin / Learning and Intelligent Systems Group,-1,-1
2021,NWPU,150,-1
2021,Boston University,79,54
2021,University of Queensland,209,62
2021,Oregon State University,79,424
2021,University of Louisiana - Lafayette,327,-1
2021,Hamburg University of Technology,453,608
2021,University of Oulu,-1,312
2021,USC Institute for Creative Technologies,-1,-1
2021,"Massachusetts General Hospital, Harvard University",53,3
2021,Polish Academy of Science,-1,-1
2021,Ulsan National Institute of Science and Technology,-1,176
2021,  Chinese Academy of Sciences,34,-1
2021,Laboratoire de Linguistique Formelle,-1,-1
2021,Stanford University,5,2
2021,Memorial Sloan Kettering Cancer Centre,-1,-1
2021,"NetEase, Inc.",-1,-1
2021,Universitat Politècnica de Catalunya,-1,700
2021,Polytechnic Institute of Turin,-1,-1
2021,"University of California, Los Angeles",-1,15
2021,Siemens Corporate Research,-1,-1
2021,Mila,150,370
2021,TNO,263,-1
2021,Rheinische Friedrich-Wilhelms-Universität Bonn,-1,-1
2021,University of Technology Sydney,71,160
2021,ENS Paris,-1,-1
2021,Ant Group,-1,-1
2021,Universita' degli studi di Padova,-1,-1
2021,Zaheer,-1,-1
2021,Avignon University,-1,-1
2021,Westlake Institute for Advanced Study,-1,-1
2021,"Department of Computer Science and Engineering, Southern University of Science and Technology",-1,-1
2021,University of Texas at El Paso,327,862
2021,"Computer Science Department, University of Central Florida",71,633
2021,"APEX Lab, Shanghai Jiao Tong University",29,100
2021,Stevens Institute of Technology,150,567
2021,Florida State University,128,284
2021,"University of Minnesota, Minneapolis",71,85
2021,INRIA,-1,-1
2021,University of Birmingham,128,107
2021,Samya,-1,-1
2021,Université Cote d'Azur,-1,-1
2021,New York University,23,26
2021,London School of Economics,-1,27
2021,"Department of Computer Science, Whiting School of Engineering",-1,-1
2021,Koc University,453,483
2021,Bosch research,-1,-1
2021,"Harbin Institute of Technology, Shenzhen",150,416
2021,Lehigh University,263,613
2021,Intel,-1,-1
2021,"University at Buffalo, SUNY",64,273
2021,University of Houston,209,557
2021,Ryerson University,327,785
2021,School of Science and engineering,-1,-1
2021,University of California - San Diego,-1,33
2021,Didi AI Labs,-1,-1
2021,university of tsukuba,110,499
2021,Columbia University,23,17
2021,Institut Supérieur de l'Aéronautique et de l'Espace,-1,-1
2021,Fraunhofer IAIS,-1,-1
2021,Universitat Politecnica de Catalunya,-1,700
2021,Samsung,-1,-1
2021,"Department of Computer Science, Duke University",46,20
2021,PAG,-1,-1
2021,Gdańsk University of Technology,-1,1093
2021,"Google Research, Brain Team",-1,-1
2021,CHONNAM NATIONAL UNIVERSITY,-1,990
2021,University of California  Santa Cruz,-1,207
2021,Tsingua University,4,20
2021,XTX Markets,-1,-1
2021,Kangwon National University,-1,1237
2021,Kavli IPMU,453,-1
2021,University of Tübingen,128,78
2021,North Carolina State University,92,340
2021,The University of Texas at Austin,20,43
2021,MIT-IBM Watson AI Lab,-1,-1
2021,Beijing jiaotong univercity,-1,978
2021,The Swiss AI Lab IDSIA,-1,-1
2021,Yahoo,-1,-1
2021,Institute of Advanced Research in Artificial Intelligence (IARAI),-1,-1
2021,Covariant,-1,-1
2021,"School of Informatics, University of Edinburgh",29,30
2021,University of Memphis,327,827
2021,"Electronic Engineering, Tsinghua University, Tsinghua University",4,20
2021,"School of Computing, National University of Singapore",17,25
2021,Gwangju Institute of Science and Technology,-1,506
2021,"Center for Data Science, Peking University",14,23
2021,Indian Institute of Technology Delhi,-1,-1
2021,Tianjin University,-1,496
2021,University Medical Center Utrecht,-1,-1
2021,McGill University,99,40
2021,Inria Chile Research Center,-1,-1
2021,", Max Planck Institute for Intelligent Systems",-1,-1
2021,Chemnitz University of Technology,-1,-1
2021,"University of Michigan, Ann Arbor",7,22
2021,National Institute of Health,-1,-1
2021,French National Center for Scientific Research,-1,-1
2021,University of Minnesota - Twin Cities,71,85
2021,Michigan State University,110,105
2021,Université Laval,-1,257
2021,HAW Fulda,-1,-1
2021,Vietnam National University,-1,924
2021,USMB,99,-1
2021,Birmingham University,-1,-1
2021,chubu university,-1,962
2021,universite cote d'azur,-1,-1
2021,Millennium Institute Foundational Research on Data,-1,-1
2021,University of Cologne,-1,145
2021,University of Bordeaux,-1,427
2021,Durham University,263,149
2021,"Department of Computer Science, University of Massachusetts, Amherst",-1,210
2021,Microsoft Research Asia,-1,-1
2021,Skolkovo Institute of Science and Technology,-1,-1
2021,Alibaba DAMO Academy,-1,-1
2021,Ecole Normale Superieure,128,-1
2021,Orange-labs,-1,-1
2021,Technical University of Munich,-1,41
2021,Università della Svizzera Italiana,174,282
2021,"Institue for Advanced Study, Princeton",-1,-1
2021,Bayesian Methods Research Group,-1,-1
2021,Criteo,-1,-1
2021,Moscow Institute of Physics and Technology,-1,224
2021,DENSO CORPORATION,-1,-1
2021,National Cheng Kung University,327,599
2021,"SOKENDAI, Graduate University for Advanced Studies",-1,-1
2021,National Yang Ming Chiao Tung University,-1,-1
2021,HERE North America LLC,-1,-1
2021,Brookhaven National Laboratory,-1,-1
2021,SenseTime Group Ltd,-1,-1
2021,Laboratory of brain and cognition  National institute of mental Health,-1,-1
2021,DSO National Laboratories,-1,-1
2021,"University of Oxford, University of Oxford",46,1
2021,Technical University of Darmstadt,-1,302
2021,CNRS,-1,-1
2021,Alan Turing Institute,-1,-1
2021,Robust Intelligence,-1,-1
2021,Institute of automation  Chinese academy of science  Chinese Academy of Sciences,34,-1
2021,Agency for Defense Development,-1,-1
2021,TCFSH,-1,-1
2021,Zillow Group,-1,-1
2021,Atos,-1,-1
2021,"University of Texas, El Paso",327,-1
2021,Zalando,-1,-1
2021,Zhejiang University of Science and Technology,42,94
2021,Naver Labs Europe,-1,-1
2021,Inria (SequeL team) / Univ. Lille,-1,-1
2021,Beijing University of Chemical Technology,-1,588
2021,AWS,209,-1
2021,German Research Center for Artificial Intelligence,-1,-1
2021,CMU  Carnegie Mellon University,1,28
2021,"Physics & Informatics Labs, NTT Research, Inc.",-1,-1
2021,"Department of Computer Science, University of Washington",11,29
2021,"University of California, Santa Cruz",-1,207
2021,"University of Colorado, Denver",453,-1
2021,"IIS, Academia Sinica",-1,-1
2021,Fujitsu Laboratories Ltd.,-1,-1
2021,"Computer Science Department, Stanford University",5,2
2021,Kyoto University,174,54
2021,Cairo University,-1,746
2021,ut austin,-1,-1
2021,Wuhan University,209,323
2021,OctoML,-1,-1
2021,Aix Marseille University,-1,358
2021,Beijing University of Post and Telecommunication,-1,-1
2021,Aix Marseille Université,-1,358
2021,Drexel University,327,380
2021,ESTsoft,-1,-1
2021,"Nankai University, Tsinghua University",4,20
2021,International Business Machines Research,-1,-1
2021,"Max Planck Institute for Informatics, Saarland Informatics Campus",-1,-1
2021,Free University of Bozen-Bolzano,-1,457
2021,"MIT-IBM Watson AI Lab, IBM Research",-1,-1
2021,AUEB,209,-1
2021,Ben Gurion University of the Negev,209,-1
2021,"Southern University of Science and Technology of China, Tsinghua University",4,20
2021,LIP6,453,-1
2021,"University of California, Merced",-1,336
2021,University of Missouri-Kansas City,327,-1
2021,"I2R, A*STAR",-1,-1
2021,Huawei Technologies R&D (UK) Ltd.,-1,-1
2021,IRISA,-1,-1
2021,Beijing University of Technology,-1,1093
2021,University of Surrey,150,260
2021,Wormpex AI Research,-1,-1
2021,Georgia State University,327,494
2021,LIS / Ecole Centrale Marseille,-1,-1
2021,Friedrich-Alexander University Erlangen-Nürnberg,-1,-1
2021,"BITS Pilani, Dhirubhai Ambani Institute Of Information and Communication Technology",453,-1
2021,"The University of Tokyo, Tokyo Institute of Technology",71,36
2021,The University of Haifa,209,644
2021,KyungHee University,453,265
2021,Baylor College of Medicine,-1,-1
2021,Southern University of Science and Technology of China,-1,87
2021,Universitat Pompeu Fabra,-1,-1
2021,University of Denver,-1,416
2021,Lanzhou University,-1,862
2021,"The University of Sydney, University of Sydney",71,51
2021,Amazon,-1,-1
2021,Samsung Research America,-1,-1
2021,The university of Warwick,-1,77
2021,IBM,453,-1
2021,"Ben Gurion University of the Negev, Technion",29,-1
2021,SenseTime Research,-1,-1
2021,Institue for Advanced Study,-1,-1
2021,-,2,22
2021,East China Normal University,-1,387
2021,Yunnan University,209,421
2021,"Department of Computer Science, National Tsing Hua University, National Tsing Hua University",209,365
2021,Facebook AI Research (FAIR),-1,-1
2021,KTH Royal Institute of Technology  Stockholm  Sweden,174,239
2021,Royal Melbourne Institute of Technology,-1,-1
2021,"IRIT, CNRS",-1,-1
2021,College of William and Mary,209,-1
2021,National Research Council Canada,-1,-1
2021,Dataminr,-1,-1
2021,Universidad Cat√≥lica de Chile,-1,-1
2021,Industrial Light & Magic,-1,-1
2021,University of Sydney,71,51
2021,University of Southern California,37,53
2021,Cyberagent,-1,-1
2021,"Hebrew University, Hebrew University of Jerusalem",85,235
2021,The CISPA Helmholtz Center for Information Security,99,-1
2021,4Paradigm Inc.,-1,-1
2021,Mila - Université de Montréal,-1,-1
2021,"The University of Texas, Austin",-1,-1
2021,Institut national de la recherche scientifique,-1,-1
2021,Universit√© de Lille,-1,-1
2021,University of Wisconsin-Madison,18,49
2021,HRL Laboratories,-1,-1
2021,"Royal Holloway, University of London",150,331
2021,Westlake University,263,-1
2021,UNAM,92,-1
2021,"University of Cambridge & MPI for Intelligent Systems, Tübingen",79,6
2021,University of British Columbia,58,34
2021,Worcester Polytechnic Institute,150,651
2021,Google Brain,-1,-1
2021,Midea,-1,-1
2021,"Fraunhofer Institute IAIS, Fraunhofer IAIS",-1,-1
2021,"CEA/LIST/LVIC, The Vision and Content Engineering Laboratory",-1,-1
2021,New Jersey Institute of Technology,-1,570
2021,African Masters of Machine Intelligence,-1,-1
2021,AI Redefined Inc,-1,-1
2021,QualComm,-1,-1
2021,Cognizant Technology Solutions Corporation,-1,-1
2021,Phyisk,-1,-1
2021,"Universidade Federal de Minas Gerais, Universidade Federal de Minas Gerais",-1,-1
2021,Columbus State Community College,-1,-1
2021,Queen's University Belfast,263,199
2021,AWS AI Labs,-1,-1
2021,"State University of New York, Albany",-1,-1
2021,Cnam,-1,-1
2021,Ruhr-Universt√§t Bochum,-1,-1
2021,IIAI,-1,-1
2021,"Donald Bren School of Information and Computer Sciences, University of California, Irvine",-1,98
2021,Monash University,92,64
2021,Auburn University,453,678
2021,Japan Advanced Institute of Science and Technology  Tokyo Institute of Technology,174,312
2021,Mercado Libre,-1,-1
2021,Tongji University  Tsinghua University,4,20
2021,University of Giessen,-1,-1
2021,"Fudan University, Tsinghua University",4,20
2021,Nagoya Institute of Technology,-1,1310
2021,Universidade Federal de Pernambuco  Federal University of Pernambuco,-1,1302
2021,Western Norway University of Applied Sciences,-1,-1
2021,Eedi,-1,-1
2021,Texas A&M Engineering Experiment Station,-1,-1
2021,University of Illinois at Urbana-Champaign,-1,48
2021,University of Toronto,18,18
2021,JD.COM,-1,-1
2021,Georgia Tech Research Corporation,-1,-1
2021,Brandeis University,263,242
2021,HIT,209,-1
2021,University of Bonn,128,114
2021,Lomonosov Moscow State University,-1,173
2021,"Nara Institute of Science and Technology, Japan",-1,-1
2021,Universit√© de Sherbrooke,327,-1
2021,Technion,29,408
2021,University of Latvia,-1,733
2021,Okinawa Institute of Science and Technology (OIST),-1,-1
2021,"School of Computer Science, McGill University",99,40
2021,Google DeepMind,-1,-1
2021,The University of Chicago,46,10
2021,University of California  Berkeley,-1,7
2021,Hyundai Motor Company,-1,-1
2021,Megvii Technology Inc.,-1,-1
2021,University of Arizona,209,124
2021,EnliteAI GmbH,-1,-1
2021,US Naval Research Lab,-1,-1
2021,MOLOCO,-1,-1
2021,University of Science and Technology of China,-1,87
2021,"Department of Computer Science and Engineering, The Chinese University of Hong Kong",46,39
2021,University of North Carolina at Chapel Hill,64,56
2021,"Bosch Center for AI, Robert Bosch GmbH",-1,-1
2021,NEC Laboratories America,-1,-1
2021,University of Tsukuba of Japan,110,499
2021,Visium,-1,-1
2021,Guangzhou University,-1,983
2021,University of Jinan,-1,370
2021,Layer 6 AI,-1,-1
2021,University of Bristol,110,91
2021,University of Sheffield,209,121
2021, University of Chinese Academy of Sciences,34,-1
2021,Universidad Carlos II de Madrid,-1,-1
2021,ISI Foundation,-1,-1
2021,National Taiwan Normal University,-1,602
2021,"University of Texas, Austin",-1,-1
2021,US Naval Academy,-1,-1
2021,"Southeast University, Tsinghua University",4,20
2021,National Tsing Hua University,209,365
2021,SenseTime Research Institute,-1,-1
2021,the University of Tokyo,71,36
2021,RIKEN,-1,-1
2021,"Computer Science Department, Brown University",85,61
2021,"École Polytechnique de Montréal, Université de Montréal",-1,89
2021,Kwai Inc.,-1,-1
2021,"IIT Kanpur, IIT Kanpur",128,-1
2021,University of Pennsylvania,20,13
2021,"Machine Learning Department, School of Computer Science",-1,-1
2021,Alikhanyan National Laboratory,-1,-1
2021,"Yonsei University, Seoul",150,-1
2021,University of Wisconsin - Madison,18,49
2021,UCLA,327,16
2021,Universidad Autónoma de Madrid,-1,-1
2021,Pennsylvania State Univ University Park,-1,-1
2021,Zhejiang University,42,94
2021,Tokyo Institute of Technology,174,312
2021,DeepMind,-1,-1
2021,Montreal Institute for Learning Algorithms  University of Montreal  University of Montreal,128,73
2021,"University of Mainz, Institute of Computer Science",327,-1
2021,University of Illinois  Urbana Champaign,-1,-1
2021,Tel Aviv University,34,190
2021,Deakin University,-1,295
2021,Comcast,-1,-1
2021,Korea Advanced Institute of Science and Technology (KAIST),15,96
2021,South China University of Technology,-1,411
2021,"Institute for Infocomm Research, A*STAR",-1,-1
2021,"ITU of Punjab Lahore, Pakistan",-1,-1
2021,The SenseTime Research,-1,-1
2021,HEC Montreal,-1,-1
2021,China Merchants Bank,-1,-1
2021,Yonsei University,150,186
2021,Universidad Nacional de C√≥rdoba,327,-1
2021,Institute of Marine Research,-1,-1
2021,Université de Rouen,-1,-1
2021,Renmin University of China,85,517
2021,tes,-1,318
2021,Microsoft Research New England,-1,-1
2021,Instituto de Matem√°tica e Estat√≠stica,-1,-1
2021,University of Bergen,263,219
2021,Northestern University of China,-1,-1
2021,Allen Institute,-1,-1
2021,University of Glasgow,209,92
2021,Indian Institute of Technology Kharagpur,-1,-1
2021,University of Zurich,128,73
2021,"CyberAgent, Inc.",-1,-1
2021,Brock University,85,61
2021,Element AI,-1,-1
2021,"Youtu Lab, Tencent",-1,-1
2021,IBM Research / MIT-IBM Watson AI Lab,-1,-1
2021,CNRS Université Paris Saclay,-1,-1
2021,"CMU, Carnegie Mellon University",1,28
2021,Samsung Research,-1,-1
2021,ENPC,-1,-1
2021,Aberystwyth University,453,499
2021,"Institute of automation, Chinese academy of science",-1,-1
2021,"University of Montreal, University of Montreal",128,73
2021,University of Wisconsin-Whitewater,-1,-1
2021,Habana Labs (Intel),-1,-1
2021,Tsinghua University,4,20
2021,Indian Institute of Space Science and Technology,-1,-1
2021,"Saarland University, Saarland University",92,-1
2021,IBM Research,-1,-1
2021,Sensetime,-1,-1
2021,"Charité - Universitätsmedizin Berlin, Germany",-1,75
2021,Inner Mongolia University,-1,-1
2021,Anyvision,-1,-1
2021,University of Leuven,-1,874
2021,University of Virginia,53,117
2021,"IIT Kanpur,",128,-1
2021,Fudan University,71,70
2021,"Jilin University, China, Tsinghua University",4,20
2021,"Mila, University of Montreal",128,73
2021,ABB Future Labs,-1,-1
2021,École normale supérieure,-1,271
2021,"Data Lab, Volkswagen Group",-1,-1
2021,RIKEN Center for Advanced Intelligence Project,-1,-1
2021,"national university of singaore, National University of Singapore",17,25
2021,Huawei Technologies Ltd. (Canada),-1,-1
2021,University of Wyoming,327,-1
2021,"Sorbonne Université, LIP6",-1,-1
2021,HBKU,-1,-1
2021,York University,209,452
2021,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",34,-1
2021,ServiceNow,-1,-1
2021,", Tsinghua University",4,20
2021,"Insititute of Neuroinformatics, University of Zurich and ETH Zurich, Swiss Federal Institute of Technology",9,14
2021,Ecole Superieur d'Ingenieurs Leonard de Vinci,-1,-1
2021,RIKEN AIP,-1,-1
2021,Institute of physics  Chinese academy of sciences,-1,-1
2021,"Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University,",-1,-1
2021,University of Central Florida,71,633
2021,DeepMind/Google,-1,-1
2021,Kagenova Ltd,-1,-1
2021,MeiTuan,-1,-1
2021,Paris Diderot University,-1,-1
2021,Army Research Labortory,-1,-1
2021,University of Warsaw,128,818
2021,Technion - Israel Institute of Technology,29,408
2021,"Institute of Computing Technology, Chinese Academy of Sciences, China",34,-1
2021,Virginia Commonwealth University,263,-1
2021,Tampere University,-1,301
2021,Huzhou University,-1,831
2021,University of Modena and Reggio Emilia,-1,434
2021,Washington State University,174,323
2021,University of Trento,150,343
2021,"University of North Texas, Denton",263,-1
2021,University of Chinese Academy of Sciences,34,-1
2021,Ecole Normale Supérieure,128,-1
2021,Nanyang Technological University,44,47
2021,Google Research,-1,-1
2021,AI Sweden,-1,-1
2021,Baidu,-1,-1
2021,IQVIA,-1,-1
2021,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",34,-1
2021,University of Minnesota,71,85
2021,Anhui University,-1,-1
2021,BUAA,327,-1
2021,Peking University  Tsinghua University,4,20
2021,Los Alamos National Laboratory,-1,-1
2021,Heidelberg University,209,42
2021,International Computer Science Institute,-1,-1
2021,"Xi'an Jiaotong University,",-1,445
2021,NEC-Labs,-1,-1
2021,Baidu Inc.,-1,-1
2021,ETHZ - ETH Zurich,9,14
2021,"Université Pierre et Marie Curie - Paris 6, Computer Science Lab  - Pierre and Marie Curie University, Paris, France",-1,-1
2021,--,-1,-1
2021,University of Electronic Science and Technology of China  Tsinghua University,4,20
2021,Institute of Mechatronic Systems,-1,-1
2021,"Department of Computer Science, University of Illinois, Urbana Champaign",-1,-1
2021,"Northwestern Polytechnical University, Tsinghua University",4,20
2021,"Shanghai Jiao Tong University, China",29,100
2021,IBM Thomas J. Watson Research Center,-1,-1
2021,University of Geneva,-1,149
2021,"College of Intelligence and Computing, Tianjin University",-1,496
2021,Ainnovation,-1,-1
2021,Rakuten Institute of Technology,-1,-1
2021,Leiden University,-1,70
2021,Johannes Kepler University Linz,-1,-1
2021,Department of Computer Science  Cornell University,7,19
2021,"Department of Computer Science, University College London",53,-1
2021,Samsung Electronics,-1,-1
2021,"The Wharton School, University of Pennsylvania",20,13
2021,Max Planck Institute MIS,-1,-1
2021,"Northwestern University, Northwestern University",46,24
2021,University of Potsdam,453,276
2021,"Department of Computer Science, Princeton University",29,9
2021,"Noah’s Ark Lab, Huawei Technologies",-1,-1
2021,Computer Research Institute of Montreal (CRIM),-1,-1
2021,Max-Planck Institute,-1,-1
2021,ccnu,-1,-1
2021,China Mobile,-1,-1
2021,Bar-Ilan University,110,570
2021,Guangdong Provincal People's Hospital,-1,-1
2021,"Peking University, Tsinghua University",4,20
2021,Nanjing University of Aeronautics and Astronautics,52,1076
2021,"Nankai University,",-1,358
2021,TU Darmstadt,64,-1
2021,Harbin Institute of Technonolgy,150,416
2021,"Huawei Canada, Huawei Noah's Ark Lab",-1,-1
2021,Lawrence Livermore National Labs,-1,-1
2021,"Institute for Interdisciplinary Information Sciences, Tsinghua University",4,20
2021,CISPA Helmholtz Center for Information Security,99,-1
2021,Huawei Technologies Canada Co. Ltd.,-1,-1
2021,Lancaster University,209,136
2021,Southeast University  Tsinghua University,4,20
2021,Samsung Advanced Institute of Technology,-1,-1
2021,University of Freiburg & Bosch,150,83
2021,Freie Universit√§t Berlin,327,-1
2021,NEC Labs America,-1,-1
2021,Universite de Lorraine,-1,-1
2021,University of Waterloo,34,232
2021,Inria,-1,-1
2021,SRI International,-1,-1
2021,Temple University,209,308
2021,ART,-1,100
2021,"KTH Royal Institute of Technology, Stockholm, Sweden",174,239
2021,Humboldt Universität Berlin,-1,-1
2021,"Beijing University of Posts and Telecommunications, P.R. China",-1,-1
2021,TAL Education Group,-1,-1
2021,"Università degli Studi di Genova, Istituto Italiano di Tecnologia",-1,-1
2021,inner mongolia university,-1,-1
2021,Chalmers University,-1,235
2021,Borealis AI,-1,-1
2021,Academia Sinica,-1,-1
2021, Tsinghua University  Tsinghua University,4,20
2021,National Taiwan University,99,97
2021,Huawei,-1,-1
2021,Insight Centre for Data Analytics,-1,-1
2021,University of Oregon Eugene,209,346
2021,Leibniz University Hannover,-1,515
2021,Université de Paris,-1,136
2021,KTH,174,239
2021,YiTu Technology co. ltd,-1,-1
2021,Université catholique de Louvain,-1,164
2021,Hacettepe University,453,588
2021,Athens University of Economics and Business,-1,788
2021,University of St Andrews,327,239
2021,Research institutes of Sweden,-1,-1
2021,Tufts University,174,155
2021,Bar Ilan University  Technion,29,-1
2021,"State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences",34,-1
2021,Global University,-1,-1
2021,FiveAI,-1,-1
2021,KTH Royal Institute of Technology,174,239
2021,"Renmin University of China, Tsinghua University",4,20
2021,Swiss Federal Institute of Technology,-1,-1
2021,CUNY Queens College,263,-1
2021,"University of Maryland Institute for Advanced Computer Studies, University of Maryland, College Park",-1,90
2021,Massachusetts Institute of Technology,5,4
2021, Microsoft,-1,-1
2021,Allen Institute for Brain Science,-1,-1
2021,"Saarland Informatics Campus, Max-Planck Institute",-1,-1
2021,ExxonMobil,-1,-1
2021,Kyushu Institute of Technology,-1,1152
2021,École des Ponts,-1,268
2021,Sun Yat-sen University,128,293
2021,The Chinese University of Hong Kong,327,39
2021,"University of Virginia, Charlottesville",53,-1
2021,Sberbank,-1,-1
2021,BII,209,-1
2021,Clemson University,174,799
2021,University of California San Diego,-1,33
2021,Adobe Research,-1,-1
2021,Yandex,-1,-1
2021,KIIT  University,-1,1056
2021,"University of California, San Diego",-1,33
2021,Xidian University,-1,924
2021,Norwegian Institute of Technology,-1,-1
2021,The Voleon Group,-1,-1
2021,Walmart Labs,-1,-1
2021,IIIT Hyderabad,174,-1
2021,Institute of Automation Chinese Academy of Sciences,34,-1
2021,Alipay,-1,-1
2021,Universit√† degli Studi di Genova,-1,-1
2021,Manipal Institute of Technology,-1,-1
2021,"Tianjin Unibersity, China",-1,-1
2021,Microsoft Research,-1,-1
2021,Duke Kunshan University,-1,-1
2021,Nazarbayev University,-1,-1
2021,Indian Institute of Science,-1,323
2021,Florida State University College of Medicine,128,284
2021,DiDi,-1,-1
2021,Université Côte d'Azur,-1,-1
2021,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology",-1,56
2021,AppGate Inc.,-1,-1
2021,University of Liverpool,110,163
2021,"Weizmann Institute, Technion",29,-1
2021,Max Planck Institute for Informatics,-1,-1
2021,FUJITSU LABORATORIES LTD.,-1,-1
2021,University of New Brunswick,453,849
2021,"Department of Computer Science, University of Oxford",46,1
2021,Beijing University of Post and Telecommunication  Tsinghua University,4,20
2021,Sberbank of Russia,-1,-1
2021,National University of Singapore,17,25
2021,"Edinburgh University, University of Edinburgh",29,30
2021,Zhejiang University  Tsinghua University,4,20
2021,SungKyunKwan University,-1,100
2021,National Technical University of Athens,327,803
2021,Criteo AI Lab,-1,-1
2021,RIKEN center for Advanced Intelligence Project,-1,-1
2021,Tencent Jarvis Lab,-1,-1
2021,CEA,209,969
2021,Colorado State University,453,411
2021,Guizhou University,-1,831
2021,"The Graduate Center, CUNY",263,-1
2021,JD AI Research,-1,-1
2021,"Indiana University, Bloomington",64,140
2021,"School of Computer Science, Tel Aviv University",34,190
2021,Department of computer science and informational engineering,-1,-1
2021,"Department of Computer Science, University of Toronto",18,18
2021,University of Siegen,327,717
2021,"Department of Computer Science, University of Wisconsin, Madison",-1,-1
2021,Lawrence Livermore National Laboratory,-1,-1
2021,"IBM Research, Thomas J. Watson Research Center",-1,-1
2021,"State University of New York, Buffalo",-1,-1
2021,"University of Minnesota, Twin Cities",71,85
2021,Sea Group,-1,-1
2021,University of California  Los Angeles,-1,15
2021,Forsvarets Forskningsinstitutt,-1,-1
2021,"State University of New York, Stony Brook",-1,-1
2021,Arthur AI,-1,-1
2021,Cambridge Quantum Computing,-1,-1
2021,NASA Ames Research Center,-1,-1
2021,Harbin University Of Science And Technology,-1,-1
2021,"University of Washington, Seattle",11,29
2021,Weizmann Institute,110,-1
2021,University Paris Sud,-1,-1
2021,Harbin Institute of Technology  Shenzhen,150,416
2021,Microsoft Research India,-1,-1
2021,SEU,263,-1
2021,Bauman Moscow State Technical University,-1,483
2021,University of Macau,-1,305
2021,Australian National University,99,59
2021,Department of Computer Science and Engineering,-1,-1
2021,"Rakuten Institute of Technology, The University of Tokyo",71,36
2021,Northeastern University,16,895
2021,University of Antwerpen,-1,173
2021,Boise State University,453,-1
2021,Vrije Universiteit Amsterdam,-1,116
2021,Arizona State University,85,182
2021,University of Helsinki,209,98
2021,Simon Fraser University,58,271
2021,Huawei Research Center,-1,-1
2021,NEC Laboratories Europe,-1,-1
2021,"Incheon National University, South Korea",-1,1294
2021,Yahoo! Research,-1,-1
2021,The University of Tsukuba,110,499
2021,"Montreal Institute for Learning Algorithms, University of Montreal, University of Montreal",128,73
2021,University of California - Berkeley,-1,7
2021,Université Paris-Est,-1,-1
2021,", Chinese Academy of Sciences",34,-1
2021,"Indian Institute of Technology Delhi,",-1,-1
2021,"HRL Laboratories, LLC",-1,-1
2021,Indian Institute of Technology Varanasi,-1,-1
2021,Southwest Jiaotong University,-1,1089
2021,"L3S Research Center Hannover, Germany",-1,-1
2021,UPSTAGE,-1,-1
2021,Bielefeld University,327,158
2021,Riiid! AI Research,-1,-1
2021,African Institute for mathematical Sciences,-1,-1
2021,Nanjing University,52,111
2021,Tsinghua University  Tsinghua University,4,20
2021,"Technion - Israel Institute of Technology, Technion",29,-1
2021,the University of Melbourne,85,31
2021,University of Hildesheim,453,-1
2021,"Department of Computer Science, University of Rochester",110,147
2021,Siemens Corp.,-1,-1
2021,Machine Learning Science Team at Amazon,-1,-1
2021,"Indian Institute of Technology Kharagpur, Dhirubhai Ambani Institute Of Information and Communication Technology",-1,-1
2021,"University of Freiburg, Universität Freiburg",150,83
2021,Verisk Analytics,-1,-1
2021,Pingan P&C insurance,-1,-1
